filename,count,locations
1_test/1-72.jpeg,5,"[(580, 286), (587, 322), (588, 368), (482, 321), (583, 208)]"
1_test/1-74.jpeg,5,"[(586, 284), (593, 320), (592, 366), (488, 316), (592, 206)]"
1_test/1-76.jpeg,5,"[(593, 282), (598, 319), (596, 365), (493, 311), (602, 204)]"
1_test/1-78.jpeg,5,"[(600, 280), (604, 317), (600, 363), (499, 306), (611, 203)]"
1_test/1-80.jpeg,5,"[(607, 279), (610, 316), (605, 362), (505, 301), (621, 202)]"
1_test/1-82.jpeg,5,"[(614, 278), (615, 315), (609, 361), (512, 296), (631, 202)]"
1_test/1-84.jpeg,5,"[(621, 277), (621, 315), (613, 360), (518, 292), (640, 202)]"
1_test/1-86.jpeg,5,"[(628, 277), (627, 314), (617, 359), (525, 288), (650, 202)]"
1_test/1-88.jpeg,5,"[(635, 277), (633, 314), (621, 358), (532, 284), (660, 203)]"
1_test/1-90.jpeg,5,"[(643, 277), (639, 314), (626, 357), (539, 281), (670, 203)]"
1_test/1-92.jpeg,5,"[(650, 277), (644, 314), (630, 357), (546, 277), (679, 205)]"
1_test/1-94.jpeg,5,"[(657, 277), (650, 314), (634, 357), (553, 274), (689, 206)]"
1_test/1-96.jpeg,5,"[(664, 278), (656, 314), (638, 357), (560, 271), (698, 208)]"
1_test/1-98.jpeg,5,"[(671, 279), (662, 315), (643, 357), (567, 268), (708, 210)]"
1_test/1-100.jpeg,5,"[(678, 280), (667, 316), (647, 357), (575, 266), (717, 213)]"
1_test/1-102.jpeg,5,"[(685, 282), (673, 317), (651, 357), (582, 264), (726, 216)]"
1_test/1-104.jpeg,5,"[(692, 283), (679, 318), (655, 358), (590, 262), (735, 219)]"
1_test/1-106.jpeg,5,"[(698, 285), (684, 320), (660, 358), (597, 260), (744, 222)]"
1_test/1-108.jpeg,5,"[(705, 287), (690, 321), (664, 359), (605, 259), (753, 226)]"
1_test/1-110.jpeg,5,"[(712, 290), (695, 323), (668, 360), (613, 258), (762, 230)]"
1_test/1-112.jpeg,5,"[(718, 292), (701, 325), (672, 361), (620, 257), (771, 235)]"
1_test/1-114.jpeg,5,"[(725, 295), (706, 327), (676, 362), (628, 257), (779, 240)]"
1_test/1-116.jpeg,5,"[(731, 298), (711, 330), (680, 364), (636, 256), (787, 245)]"
1_test/1-118.jpeg,5,"[(737, 302), (717, 332), (684, 365), (644, 256), (796, 250)]"
1_test/1-120.jpeg,5,"[(744, 305), (722, 335), (688, 367), (652, 257), (803, 255)]"
1_test/1-122.jpeg,5,"[(750, 309), (727, 338), (692, 369), (659, 257), (811, 261)]"
1_test/1-124.jpeg,5,"[(756, 313), (731, 341), (696, 371), (667, 258), (819, 267)]"
1_test/1-126.jpeg,5,"[(761, 317), (736, 345), (700, 373), (675, 259), (826, 274)]"
1_test/1-128.jpeg,5,"[(767, 321), (741, 348), (704, 375), (682, 261), (833, 280)]"
1_test/1-130.jpeg,5,"[(772, 326), (745, 352), (707, 377), (690, 262), (840, 287)]"
1_test/1-132.jpeg,5,"[(778, 331), (750, 355), (711, 379), (698, 264), (846, 294)]"
1_test/1-134.jpeg,5,"[(783, 336), (754, 359), (714, 382), (705, 266), (853, 302)]"
1_test/1-136.jpeg,5,"[(788, 341), (758, 363), (718, 385), (712, 269), (859, 309)]"
1_test/1-138.jpeg,5,"[(792, 346), (762, 368), (721, 387), (720, 271), (865, 317)]"
1_test/1-140.jpeg,5,"[(797, 351), (766, 372), (724, 390), (727, 274), (870, 325)]"
1_test/1-142.jpeg,5,"[(801, 357), (770, 377), (727, 393), (734, 277), (875, 333)]"
1_test/1-144.jpeg,5,"[(805, 363), (773, 381), (730, 396), (741, 281), (880, 342)]"
1_test/1-146.jpeg,5,"[(809, 368), (777, 386), (733, 400), (748, 284), (885, 350)]"
1_test/1-148.jpeg,5,"[(813, 374), (780, 391), (736, 403), (755, 288), (889, 359)]"
1_test/1-150.jpeg,5,"[(817, 381), (783, 396), (738, 406), (761, 293), (894, 367)]"
1_test/1-152.jpeg,5,"[(820, 387), (786, 401), (741, 410), (768, 297), (897, 376)]"
1_test/1-154.jpeg,5,"[(823, 393), (788, 406), (743, 413), (774, 301), (901, 385)]"
1_test/1-156.jpeg,5,"[(826, 400), (791, 411), (745, 417), (780, 306), (904, 395)]"
1_test/1-158.jpeg,5,"[(829, 406), (793, 416), (747, 421), (786, 311), (907, 404)]"
1_test/1-160.jpeg,5,"[(831, 413), (795, 422), (749, 425), (792, 317), (909, 413)]"
1_test/1-162.jpeg,5,"[(833, 420), (797, 427), (751, 428), (798, 322), (911, 423)]"
1_test/1-164.jpeg,5,"[(835, 426), (799, 433), (753, 432), (803, 328), (913, 432)]"
1_test/1-166.jpeg,5,"[(837, 433), (800, 438), (754, 436), (808, 333), (915, 442)]"
1_test/1-168.jpeg,5,"[(839, 440), (802, 444), (756, 440), (813, 339), (916, 451)]"
1_test/1-170.jpeg,5,"[(840, 447), (803, 450), (757, 445), (818, 345), (917, 461)]"
1_test/1-172.jpeg,5,"[(841, 454), (804, 455), (758, 449), (823, 352), (917, 471)]"
1_test/1-174.jpeg,5,"[(842, 461), (804, 461), (759, 453), (827, 358), (917, 480)]"
1_test/1-176.jpeg,5,"[(842, 468), (805, 467), (760, 457), (831, 365), (917, 490)]"
1_test/1-178.jpeg,5,"[(842, 475), (805, 473), (761, 461), (835, 372), (916, 500)]"
1_test/1-180.jpeg,5,"[(843, 482), (806, 478), (761, 465), (839, 378), (916, 509)]"
1_test/1-182.jpeg,5,"[(842, 490), (805, 484), (762, 470), (842, 386), (914, 519)]"
1_test/1-184.jpeg,5,"[(842, 497), (805, 490), (762, 474), (845, 393), (913, 529)]"
1_test/1-186.jpeg,5,"[(841, 504), (805, 496), (762, 478), (848, 400), (911, 538)]"
1_test/1-188.jpeg,5,"[(840, 511), (804, 502), (762, 483), (851, 407), (909, 548)]"
1_test/1-190.jpeg,5,"[(839, 518), (803, 507), (762, 487), (853, 415), (906, 557)]"
1_test/1-192.jpeg,5,"[(837, 525), (802, 513), (762, 491), (855, 422), (903, 566)]"
1_test/1-194.jpeg,5,"[(836, 532), (801, 519), (761, 495), (857, 430), (900, 575)]"
1_test/1-196.jpeg,5,"[(834, 538), (799, 524), (761, 500), (859, 437), (897, 584)]"
1_test/1-198.jpeg,5,"[(832, 545), (798, 530), (760, 504), (860, 445), (893, 593)]"
1_test/1-200.jpeg,5,"[(829, 552), (796, 535), (759, 508), (861, 453), (889, 602)]"
1_test/1-202.jpeg,5,"[(827, 558), (794, 541), (758, 512), (862, 460), (884, 611)]"
1_test/1-204.jpeg,5,"[(824, 565), (792, 546), (757, 516), (862, 468), (879, 619)]"
1_test/1-206.jpeg,5,"[(821, 571), (789, 551), (755, 520), (863, 476), (874, 627)]"
1_test/1-208.jpeg,5,"[(817, 577), (787, 557), (754, 524), (863, 484), (869, 636)]"
1_test/1-210.jpeg,5,"[(814, 584), (784, 562), (752, 528), (862, 492), (864, 643)]"
1_test/1-212.jpeg,5,"[(810, 590), (781, 567), (750, 532), (862, 499), (858, 651)]"
1_test/1-214.jpeg,5,"[(806, 596), (778, 571), (748, 536), (861, 507), (852, 659)]"
1_test/1-216.jpeg,5,"[(802, 601), (774, 576), (746, 540), (860, 515), (845, 666)]"
1_test/1-218.jpeg,5,"[(798, 607), (771, 581), (744, 544), (858, 522), (839, 673)]"
1_test/1-220.jpeg,5,"[(793, 612), (767, 585), (742, 547), (857, 530), (832, 680)]"
1_test/1-222.jpeg,5,"[(788, 618), (764, 590), (740, 551), (855, 538), (825, 686)]"
1_test/1-224.jpeg,5,"[(783, 623), (760, 594), (737, 554), (853, 545), (817, 693)]"
1_test/1-226.jpeg,5,"[(778, 628), (756, 598), (734, 558), (850, 552), (810, 699)]"
1_test/1-228.jpeg,5,"[(773, 632), (751, 602), (732, 561), (848, 560), (802, 705)]"
1_test/1-230.jpeg,5,"[(768, 637), (747, 606), (729, 564), (845, 567), (794, 710)]"
1_test/1-232.jpeg,5,"[(762, 641), (742, 610), (726, 567), (842, 574), (786, 715)]"
1_test/1-234.jpeg,5,"[(756, 645), (738, 613), (723, 570), (838, 581), (777, 720)]"
1_test/1-236.jpeg,5,"[(751, 649), (733, 617), (719, 573), (835, 588), (769, 725)]"
1_test/1-238.jpeg,5,"[(745, 653), (728, 620), (716, 576), (831, 595), (760, 729)]"
1_test/1-240.jpeg,5,"[(738, 657), (723, 623), (713, 578), (826, 601), (752, 734)]"
1_test/1-242.jpeg,5,"[(732, 660), (718, 626), (709, 581), (822, 608), (743, 737)]"
1_test/1-244.jpeg,5,"[(726, 663), (713, 628), (706, 583), (818, 614), (734, 741)]"
1_test/1-246.jpeg,5,"[(719, 666), (708, 631), (702, 585), (813, 620), (724, 744)]"
1_test/1-248.jpeg,5,"[(713, 669), (703, 633), (698, 587), (808, 626), (715, 747)]"
1_test/1-250.jpeg,5,"[(706, 671), (697, 635), (694, 589), (802, 632), (706, 749)]"
1_test/1-252.jpeg,5,"[(699, 673), (692, 637), (691, 591), (797, 638), (696, 751)]"
1_test/1-254.jpeg,5,"[(693, 675), (686, 639), (687, 593), (791, 643), (687, 753)]"
1_test/1-256.jpeg,5,"[(686, 677), (681, 640), (683, 594), (786, 648), (677, 755)]"
1_test/1-258.jpeg,5,"[(679, 679), (675, 642), (679, 596), (780, 653), (668, 756)]"
1_test/1-260.jpeg,5,"[(672, 680), (669, 643), (674, 597), (774, 658), (658, 757)]"
1_test/1-262.jpeg,5,"[(665, 681), (664, 644), (670, 598), (767, 663), (648, 757)]"
1_test/1-264.jpeg,5,"[(658, 682), (658, 644), (666, 599), (761, 667), (639, 757)]"
1_test/1-266.jpeg,5,"[(651, 682), (652, 645), (662, 600), (754, 671), (629, 757)]"
1_test/1-268.jpeg,5,"[(644, 682), (646, 645), (658, 601), (747, 675), (619, 756)]"
1_test/1-270.jpeg,5,"[(637, 682), (641, 645), (654, 601), (741, 678), (610, 756)]"
1_test/1-272.jpeg,5,"[(629, 682), (635, 645), (649, 602), (733, 682), (600, 754)]"
1_test/1-274.jpeg,5,"[(622, 682), (629, 645), (645, 602), (726, 685), (590, 753)]"
1_test/1-276.jpeg,5,"[(615, 681), (623, 645), (641, 602), (719, 688), (581, 751)]"
1_test/1-278.jpeg,5,"[(608, 680), (617, 644), (636, 602), (712, 691), (571, 749)]"
1_test/1-280.jpeg,5,"[(601, 679), (612, 643), (632, 602), (704, 693), (562, 746)]"
1_test/1-282.jpeg,5,"[(594, 677), (606, 642), (628, 602), (697, 695), (553, 743)]"
1_test/1-284.jpeg,5,"[(587, 676), (600, 641), (624, 601), (689, 697), (544, 740)]"
1_test/1-286.jpeg,5,"[(581, 674), (595, 639), (619, 601), (682, 699), (535, 737)]"
1_test/1-288.jpeg,5,"[(574, 672), (589, 638), (615, 600), (674, 700), (526, 733)]"
1_test/1-290.jpeg,5,"[(567, 669), (584, 636), (611, 599), (666, 701), (517, 729)]"
1_test/1-292.jpeg,5,"[(561, 667), (578, 634), (607, 598), (659, 702), (508, 724)]"
1_test/1-294.jpeg,5,"[(554, 664), (573, 632), (603, 597), (651, 702), (500, 719)]"
1_test/1-296.jpeg,5,"[(548, 661), (568, 629), (599, 595), (643, 703), (492, 714)]"
1_test/1-298.jpeg,5,"[(542, 657), (562, 627), (595, 594), (635, 703), (483, 709)]"
1_test/1-300.jpeg,5,"[(535, 654), (557, 624), (591, 592), (627, 702), (476, 704)]"
1_test/1-302.jpeg,5,"[(529, 650), (552, 621), (587, 590), (620, 702), (468, 698)]"
1_test/1-304.jpeg,5,"[(523, 646), (548, 618), (583, 588), (612, 701), (460, 692)]"
1_test/1-306.jpeg,5,"[(518, 642), (543, 614), (579, 586), (604, 700), (453, 685)]"
1_test/1-308.jpeg,5,"[(512, 638), (538, 611), (575, 584), (597, 698), (446, 679)]"
1_test/1-310.jpeg,5,"[(507, 633), (534, 607), (572, 582), (589, 697), (439, 672)]"
1_test/1-312.jpeg,5,"[(501, 628), (529, 604), (568, 580), (581, 695), (433, 665)]"
1_test/1-314.jpeg,5,"[(496, 623), (525, 600), (565, 577), (574, 693), (426, 657)]"
1_test/1-316.jpeg,5,"[(491, 618), (521, 596), (561, 574), (567, 690), (420, 650)]"
1_test/1-318.jpeg,5,"[(487, 613), (517, 591), (558, 572), (559, 688), (414, 642)]"
1_test/1-320.jpeg,5,"[(482, 608), (513, 587), (555, 569), (552, 685), (409, 634)]"
1_test/1-322.jpeg,5,"[(478, 602), (509, 582), (552, 566), (545, 682), (404, 626)]"
1_test/1-324.jpeg,5,"[(474, 596), (506, 578), (549, 563), (538, 678), (399, 617)]"
1_test/1-326.jpeg,5,"[(470, 591), (502, 573), (546, 559), (531, 675), (394, 609)]"
1_test/1-328.jpeg,5,"[(466, 585), (499, 568), (543, 556), (524, 671), (390, 600)]"
1_test/1-330.jpeg,5,"[(462, 578), (496, 563), (541, 553), (518, 666), (385, 592)]"
1_test/1-332.jpeg,5,"[(459, 572), (493, 558), (538, 549), (511, 662), (382, 583)]"
1_test/1-334.jpeg,5,"[(456, 566), (491, 553), (536, 546), (505, 658), (378, 574)]"
1_test/1-336.jpeg,5,"[(453, 559), (488, 548), (534, 542), (499, 653), (375, 564)]"
1_test/1-338.jpeg,5,"[(450, 553), (486, 543), (532, 538), (493, 648), (372, 555)]"
1_test/1-340.jpeg,5,"[(448, 546), (484, 537), (530, 534), (487, 642), (370, 546)]"
1_test/1-342.jpeg,5,"[(446, 539), (482, 532), (528, 531), (481, 637), (368, 536)]"
1_test/1-344.jpeg,5,"[(444, 533), (480, 526), (526, 527), (476, 631), (366, 527)]"
1_test/1-346.jpeg,5,"[(442, 526), (479, 521), (525, 523), (471, 626), (364, 517)]"
1_test/1-348.jpeg,5,"[(440, 519), (477, 515), (523, 519), (466, 620), (363, 508)]"
1_test/1-350.jpeg,5,"[(439, 512), (476, 509), (522, 514), (461, 614), (362, 498)]"
1_test/1-352.jpeg,5,"[(438, 505), (475, 504), (521, 510), (456, 607), (362, 488)]"
1_test/1-354.jpeg,5,"[(437, 498), (475, 498), (520, 506), (452, 601), (362, 479)]"
1_test/1-356.jpeg,5,"[(437, 491), (474, 492), (519, 502), (448, 594), (362, 469)]"
1_test/1-358.jpeg,5,"[(437, 484), (474, 486), (518, 498), (444, 587), (363, 459)]"
1_test/2-0.jpeg,5,"[(444, 672), (477, 670), (518, 671), (462, 770), (370, 657)]"
1_test/2-2.jpeg,5,"[(437, 665), (470, 664), (511, 666), (451, 763), (363, 647)]"
1_test/2-4.jpeg,5,"[(431, 657), (464, 658), (504, 662), (442, 756), (358, 637)]"
1_test/2-6.jpeg,5,"[(425, 650), (458, 651), (498, 657), (432, 749), (352, 627)]"
1_test/2-8.jpeg,5,"[(419, 642), (452, 645), (492, 652), (423, 742), (347, 617)]"
1_test/2-10.jpeg,5,"[(413, 635), (446, 638), (486, 646), (414, 734), (343, 607)]"
1_test/2-12.jpeg,5,"[(408, 627), (441, 631), (480, 641), (405, 726), (339, 596)]"
1_test/2-14.jpeg,5,"[(403, 618), (435, 624), (475, 635), (397, 718), (335, 586)]"
1_test/2-16.jpeg,5,"[(398, 610), (430, 617), (470, 629), (388, 709), (331, 575)]"
1_test/2-18.jpeg,5,"[(394, 602), (426, 610), (464, 623), (381, 700), (328, 564)]"
1_test/2-20.jpeg,5,"[(390, 593), (421, 602), (460, 617), (373, 691), (325, 553)]"
1_test/2-22.jpeg,5,"[(386, 584), (417, 595), (455, 611), (366, 682), (323, 542)]"
1_test/2-24.jpeg,5,"[(382, 575), (413, 587), (450, 604), (359, 672), (321, 531)]"
1_test/2-26.jpeg,5,"[(379, 566), (410, 579), (446, 598), (352, 662), (319, 520)]"
1_test/2-28.jpeg,5,"[(376, 557), (406, 571), (442, 591), (346, 652), (318, 509)]"
1_test/2-30.jpeg,5,"[(374, 548), (403, 563), (438, 584), (340, 642), (317, 498)]"
1_test/2-32.jpeg,5,"[(372, 538), (401, 554), (435, 577), (335, 631), (317, 487)]"
1_test/2-34.jpeg,5,"[(370, 529), (398, 546), (432, 570), (330, 620), (317, 475)]"
1_test/2-36.jpeg,5,"[(368, 520), (396, 537), (429, 562), (325, 609), (317, 464)]"
1_test/2-38.jpeg,5,"[(367, 510), (394, 529), (426, 555), (321, 598), (318, 453)]"
1_test/2-40.jpeg,5,"[(366, 501), (393, 520), (423, 547), (317, 587), (319, 442)]"
1_test/2-42.jpeg,5,"[(365, 491), (391, 512), (421, 540), (313, 576), (320, 430)]"
1_test/2-44.jpeg,5,"[(365, 481), (390, 503), (419, 532), (310, 564), (322, 419)]"
1_test/2-46.jpeg,5,"[(365, 472), (390, 494), (417, 524), (307, 553), (325, 408)]"
1_test/2-48.jpeg,5,"[(366, 462), (389, 486), (416, 517), (305, 541), (327, 397)]"
1_test/2-50.jpeg,5,"[(366, 453), (389, 477), (415, 509), (303, 530), (330, 386)]"
1_test/2-52.jpeg,5,"[(368, 443), (389, 468), (414, 501), (301, 518), (334, 376)]"
1_test/2-54.jpeg,5,"[(369, 434), (390, 459), (413, 493), (300, 506), (338, 365)]"
1_test/2-56.jpeg,5,"[(371, 424), (391, 451), (413, 485), (300, 494), (342, 355)]"
1_test/2-58.jpeg,5,"[(373, 415), (392, 442), (413, 477), (299, 482), (346, 344)]"
1_test/2-60.jpeg,5,"[(375, 406), (393, 433), (413, 469), (299, 470), (351, 334)]"
1_test/2-62.jpeg,5,"[(378, 397), (395, 425), (414, 461), (300, 458), (356, 324)]"
1_test/2-64.jpeg,5,"[(381, 388), (397, 416), (414, 454), (301, 447), (362, 314)]"
1_test/2-66.jpeg,5,"[(384, 379), (400, 408), (415, 446), (302, 435), (368, 305)]"
1_test/2-68.jpeg,5,"[(388, 370), (402, 400), (417, 438), (304, 423), (374, 295)]"
1_test/2-70.jpeg,5,"[(392, 361), (405, 391), (418, 430), (306, 411), (381, 286)]"
1_test/2-72.jpeg,5,"[(396, 352), (408, 383), (420, 422), (309, 400), (388, 277)]"
1_test/2-74.jpeg,5,"[(401, 344), (412, 375), (422, 415), (312, 388), (395, 269)]"
1_test/2-76.jpeg,5,"[(406, 336), (416, 367), (425, 407), (315, 377), (402, 260)]"
1_test/2-78.jpeg,5,"[(411, 328), (420, 360), (427, 400), (319, 366), (410, 252)]"
1_test/2-80.jpeg,5,"[(416, 320), (424, 352), (430, 393), (323, 355), (418, 244)]"
1_test/2-82.jpeg,5,"[(422, 312), (429, 345), (433, 385), (328, 344), (427, 237)]"
1_test/2-84.jpeg,5,"[(428, 305), (434, 337), (437, 378), (332, 333), (435, 229)]"
1_test/2-86.jpeg,5,"[(434, 297), (439, 330), (440, 371), (338, 322), (444, 223)]"
1_test/2-88.jpeg,5,"[(441, 290), (444, 323), (444, 364), (343, 312), (453, 216)]"
1_test/2-90.jpeg,5,"[(448, 284), (450, 317), (449, 357), (350, 302), (463, 210)]"
1_test/2-92.jpeg,5,"[(454, 277), (455, 310), (453, 351), (356, 291), (472, 203)]"
1_test/2-94.jpeg,5,"[(462, 271), (461, 304), (457, 344), (363, 282), (482, 198)]"
1_test/2-96.jpeg,5,"[(469, 265), (468, 298), (462, 338), (370, 272), (492, 192)]"
1_test/2-98.jpeg,5,"[(477, 259), (474, 292), (467, 332), (377, 263), (502, 187)]"
1_test/2-100.jpeg,5,"[(484, 253), (481, 286), (473, 326), (385, 254), (512, 183)]"
1_test/2-102.jpeg,5,"[(492, 248), (488, 281), (478, 320), (393, 245), (523, 179)]"
1_test/2-104.jpeg,5,"[(501, 243), (495, 275), (484, 315), (401, 237), (533, 175)]"
1_test/2-106.jpeg,5,"[(509, 238), (502, 270), (490, 310), (410, 228), (544, 171)]"
1_test/2-108.jpeg,5,"[(517, 234), (509, 266), (496, 304), (419, 221), (555, 168)]"
1_test/2-110.jpeg,5,"[(526, 230), (517, 261), (502, 300), (428, 213), (566, 165)]"
1_test/2-112.jpeg,5,"[(535, 226), (524, 257), (508, 295), (437, 206), (577, 163)]"
1_test/2-114.jpeg,5,"[(544, 222), (532, 253), (515, 290), (447, 199), (588, 161)]"
1_test/2-116.jpeg,5,"[(553, 219), (540, 250), (521, 286), (457, 192), (599, 159)]"
1_test/2-118.jpeg,5,"[(562, 216), (548, 246), (528, 282), (467, 186), (610, 158)]"
1_test/2-120.jpeg,5,"[(571, 214), (556, 243), (535, 278), (477, 180), (621, 157)]"
1_test/2-122.jpeg,5,"[(581, 212), (565, 241), (542, 275), (488, 175), (632, 157)]"
1_test/2-124.jpeg,5,"[(590, 210), (573, 238), (549, 272), (499, 170), (644, 157)]"
1_test/2-126.jpeg,5,"[(599, 208), (582, 236), (557, 269), (510, 165), (655, 157)]"
1_test/2-128.jpeg,5,"[(609, 207), (590, 234), (564, 266), (521, 161), (666, 158)]"
1_test/2-130.jpeg,5,"[(618, 206), (599, 233), (572, 263), (532, 157), (677, 159)]"
1_test/2-132.jpeg,5,"[(628, 205), (607, 231), (579, 261), (543, 153), (689, 160)]"
1_test/2-134.jpeg,5,"[(638, 205), (616, 230), (587, 259), (555, 150), (700, 162)]"
1_test/2-136.jpeg,5,"[(647, 205), (625, 230), (595, 257), (566, 147), (711, 165)]"
1_test/2-138.jpeg,5,"[(657, 206), (633, 229), (602, 256), (578, 145), (722, 167)]"
1_test/2-140.jpeg,5,"[(666, 206), (642, 229), (610, 255), (589, 143), (733, 170)]"
1_test/2-142.jpeg,5,"[(676, 208), (651, 229), (618, 254), (601, 141), (743, 174)]"
1_test/2-144.jpeg,5,"[(685, 209), (660, 230), (626, 253), (613, 140), (754, 178)]"
1_test/2-146.jpeg,5,"[(695, 211), (668, 231), (634, 253), (625, 140), (764, 182)]"
1_test/2-148.jpeg,5,"[(704, 213), (677, 232), (642, 253), (637, 139), (775, 186)]"
1_test/2-150.jpeg,5,"[(713, 215), (686, 233), (650, 253), (649, 139), (785, 191)]"
1_test/2-152.jpeg,5,"[(722, 218), (694, 235), (658, 254), (661, 140), (795, 196)]"
1_test/2-154.jpeg,5,"[(731, 221), (703, 237), (665, 254), (672, 141), (805, 202)]"
1_test/2-156.jpeg,5,"[(740, 224), (711, 240), (673, 255), (684, 142), (814, 208)]"
1_test/2-158.jpeg,5,"[(749, 228), (719, 242), (681, 257), (696, 144), (824, 214)]"
1_test/2-160.jpeg,5,"[(758, 232), (728, 245), (689, 258), (708, 146), (833, 221)]"
1_test/2-162.jpeg,5,"[(767, 236), (736, 248), (697, 260), (719, 149), (842, 228)]"
1_test/2-164.jpeg,5,"[(775, 241), (744, 252), (704, 262), (731, 152), (850, 235)]"
1_test/2-166.jpeg,5,"[(783, 246), (752, 256), (712, 265), (742, 155), (859, 242)]"
1_test/2-168.jpeg,5,"[(791, 251), (759, 260), (719, 267), (753, 159), (867, 250)]"
1_test/2-170.jpeg,5,"[(799, 256), (767, 264), (726, 270), (764, 163), (875, 258)]"
1_test/2-172.jpeg,5,"[(807, 262), (774, 269), (734, 273), (775, 168), (882, 267)]"
1_test/2-174.jpeg,5,"[(814, 268), (782, 274), (741, 277), (786, 172), (890, 275)]"
1_test/2-176.jpeg,5,"[(822, 274), (789, 279), (748, 280), (797, 178), (896, 284)]"
1_test/2-178.jpeg,5,"[(829, 281), (796, 284), (755, 284), (807, 183), (903, 293)]"
1_test/2-180.jpeg,5,"[(836, 287), (803, 290), (761, 289), (817, 189), (910, 302)]"
1_test/2-182.jpeg,5,"[(842, 294), (809, 295), (768, 293), (828, 196), (916, 312)]"
1_test/2-184.jpeg,5,"[(848, 302), (815, 301), (775, 297), (837, 203), (921, 322)]"
1_test/2-186.jpeg,5,"[(854, 309), (821, 308), (781, 302), (847, 210), (927, 332)]"
1_test/2-188.jpeg,5,"[(860, 317), (827, 314), (787, 307), (856, 217), (932, 342)]"
1_test/2-190.jpeg,5,"[(866, 324), (833, 321), (793, 313), (865, 225), (936, 352)]"
1_test/2-192.jpeg,5,"[(871, 332), (838, 328), (799, 318), (874, 233), (940, 363)]"
1_test/2-194.jpeg,5,"[(876, 341), (844, 335), (804, 324), (882, 241), (944, 373)]"
1_test/2-196.jpeg,5,"[(881, 349), (849, 342), (809, 330), (891, 250), (948, 384)]"
